,checkin_type,state,delay_at_checkout_in_minutes,time_delta_with_previous_rental_in_minutes
4553,mobile,ended,60.0,
4554,mobile,ended,,
4555,connect,ended,-11.0,600.0
4556,mobile,canceled,,
4557,mobile,ended,-56.0,
4558,connect,canceled,,
4559,mobile,ended,-39.0,
4560,connect,ended,-77.0,30.0
4561,mobile,canceled,,
4562,mobile,ended,238.0,570.0
4563,mobile,ended,-87.0,
4564,mobile,canceled,,
4565,mobile,ended,0.0,
4566,mobile,ended,-4.0,
4567,mobile,ended,697.0,
4568,mobile,ended,,
4569,mobile,canceled,,
4570,mobile,ended,3.0,
4571,connect,ended,-38.0,
4572,mobile,ended,43.0,
4573,mobile,canceled,,
4574,mobile,ended,-59.0,
4575,mobile,ended,1.0,
4576,mobile,canceled,,
4577,connect,ended,-45.0,
4578,mobile,canceled,,
4579,mobile,ended,2.0,
4580,mobile,ended,,
4581,connect,ended,83.0,600.0
4582,connect,ended,201.0,
4583,mobile,ended,72.0,
4584,mobile,ended,-52.0,720.0
4585,connect,canceled,,
4586,mobile,ended,7.0,
4587,connect,ended,29.0,
4588,mobile,ended,156.0,
4589,connect,ended,-281.0,
4590,mobile,ended,10.0,
4591,mobile,ended,33.0,
4592,mobile,ended,-49.0,
4593,connect,ended,-16.0,
4594,mobile,ended,-43.0,
4595,mobile,ended,-365.0,
4596,mobile,canceled,,
4597,mobile,ended,-109.0,
4598,mobile,ended,0.0,
4599,mobile,ended,13.0,
4600,connect,ended,,
4601,connect,ended,66.0,
4602,mobile,ended,-101.0,
4603,mobile,ended,-29.0,
4604,mobile,ended,-72.0,
4605,mobile,ended,6.0,
4606,connect,ended,46.0,
4607,mobile,canceled,,
4608,mobile,ended,-73.0,
4609,connect,ended,-253.0,720.0
4610,mobile,ended,-51.0,
4611,mobile,canceled,,
4612,connect,canceled,,
4613,mobile,canceled,,
4614,mobile,ended,-22.0,
4615,mobile,canceled,,
4616,mobile,ended,140.0,
4617,connect,ended,-276.0,
4618,mobile,ended,-34.0,
4619,mobile,ended,111.0,
4620,mobile,ended,,
4621,connect,ended,4.0,540.0
4622,mobile,ended,549.0,
4623,mobile,ended,-240.0,
4624,mobile,ended,-8.0,
4625,mobile,ended,-23.0,
4626,mobile,ended,23.0,
4627,mobile,ended,316.0,
4628,mobile,ended,-150.0,
4629,mobile,ended,232.0,
4630,mobile,ended,132.0,
4631,mobile,ended,-12.0,
4632,connect,canceled,,
4633,connect,ended,-8.0,
4634,mobile,ended,804.0,
4635,mobile,ended,,
4636,connect,ended,7.0,
4637,connect,ended,-79.0,
4638,mobile,ended,152.0,
4639,connect,ended,-20.0,
4640,mobile,ended,-141.0,
4641,mobile,ended,-122.0,
4642,mobile,canceled,,
4643,mobile,ended,41.0,
4644,mobile,ended,129.0,600.0
4645,connect,ended,-21.0,0.0
4646,mobile,ended,-205.0,
4647,mobile,ended,130.0,
4648,mobile,ended,17.0,
4649,mobile,ended,41.0,
4650,mobile,ended,-134.0,270.0
4651,mobile,ended,122.0,
4652,mobile,ended,-88.0,720.0
4653,mobile,ended,-793.0,
4654,mobile,ended,-126.0,
4655,mobile,ended,11.0,
4656,mobile,ended,17.0,
4657,mobile,canceled,,
4658,mobile,ended,-73.0,
4659,mobile,canceled,,
4660,mobile,canceled,,
4661,mobile,ended,1060.0,
4662,mobile,ended,-19.0,
4663,mobile,ended,5.0,
4664,mobile,ended,39.0,
4665,connect,ended,-5.0,
4666,mobile,ended,-66.0,
4667,mobile,ended,-195.0,
4668,mobile,ended,,
4669,mobile,canceled,,
4670,mobile,ended,30.0,
4671,mobile,ended,-49.0,
4672,mobile,ended,58.0,
4673,mobile,ended,11.0,
4674,mobile,ended,-7.0,
4675,mobile,ended,-135.0,
4676,connect,ended,51.0,0.0
4677,mobile,canceled,,
4678,mobile,ended,-71.0,
4679,mobile,ended,-28.0,
4680,mobile,ended,-411.0,
4681,mobile,ended,101.0,
4682,mobile,canceled,,
4683,mobile,canceled,,
4684,connect,ended,76.0,
4685,mobile,ended,-194.0,
4686,mobile,ended,119.0,
4687,mobile,ended,62.0,
4688,mobile,ended,48.0,
4689,mobile,ended,-128.0,
4690,mobile,ended,-225.0,
4691,mobile,ended,-2.0,
4692,connect,ended,-202.0,
4693,mobile,ended,-729.0,
4694,mobile,canceled,,
4695,mobile,ended,-118.0,
4696,mobile,ended,112.0,
4697,mobile,ended,38.0,
4698,mobile,ended,,
4699,connect,canceled,,60.0
4700,mobile,ended,67.0,
4701,connect,ended,12.0,480.0
4702,mobile,ended,,
4703,mobile,ended,-2.0,
4704,mobile,ended,91.0,
4705,mobile,ended,7.0,
4707,mobile,canceled,,
4708,connect,ended,-201.0,
4709,mobile,ended,46.0,
4710,mobile,ended,-54.0,
4711,mobile,ended,61.0,
4712,mobile,ended,,
4713,mobile,ended,,
4714,mobile,canceled,,
4715,mobile,ended,104.0,
4716,mobile,ended,53.0,
4717,mobile,ended,49.0,
4718,mobile,canceled,,
4719,mobile,ended,,
4720,mobile,ended,254.0,
4721,mobile,ended,26.0,
4722,mobile,canceled,,
4723,connect,canceled,,
4724,mobile,ended,16.0,
4725,mobile,ended,-222.0,
4726,mobile,ended,15.0,
4727,mobile,ended,7.0,
4728,mobile,ended,-22.0,
4729,connect,canceled,,
4730,mobile,canceled,,
4731,mobile,canceled,,630.0
4732,mobile,ended,-10.0,
4733,mobile,ended,64.0,
4734,mobile,ended,226.0,
4735,mobile,ended,-12.0,
4736,mobile,ended,,
4737,mobile,canceled,,
4738,mobile,ended,21.0,60.0
4739,connect,canceled,,
4740,connect,ended,99.0,
4741,connect,ended,32.0,
4742,mobile,canceled,,
4743,mobile,ended,59.0,
4744,connect,ended,101.0,
4745,mobile,canceled,,
4746,mobile,canceled,,
4747,mobile,ended,134.0,
4748,mobile,ended,5.0,
4750,mobile,ended,-37.0,
4751,mobile,canceled,,
4752,mobile,ended,38.0,
4753,mobile,ended,813.0,
4754,mobile,canceled,,
4755,mobile,canceled,,
4756,connect,canceled,,
4757,mobile,ended,,
4758,mobile,ended,-41.0,
4759,mobile,ended,-2.0,600.0
4760,mobile,ended,992.0,
4761,mobile,ended,21.0,
4762,mobile,ended,46.0,720.0
4763,connect,canceled,,
4764,mobile,ended,9.0,
4765,mobile,ended,12.0,
4766,mobile,ended,178.0,
4767,mobile,ended,-69.0,
4768,mobile,ended,,
4769,mobile,ended,225.0,
4770,mobile,ended,72.0,
4771,mobile,ended,29.0,
4772,mobile,ended,81.0,
4773,mobile,canceled,,
4774,mobile,ended,-114.0,
4775,mobile,ended,7.0,
4776,connect,ended,,
4777,mobile,ended,56.0,
4778,mobile,ended,52.0,
4779,mobile,ended,135.0,
4780,mobile,ended,106.0,
4781,connect,ended,-146.0,
4782,connect,ended,43.0,
4783,mobile,ended,6.0,
4784,connect,ended,-42.0,
4785,mobile,ended,-104.0,570.0
4786,mobile,canceled,,
4787,mobile,ended,72.0,
4788,mobile,ended,,
4789,mobile,canceled,,
4790,connect,ended,21.0,
4791,mobile,canceled,,
4792,mobile,ended,250.0,
4793,mobile,ended,116.0,
4794,connect,canceled,,540.0
4795,connect,ended,-29.0,
4796,mobile,ended,97.0,
4797,connect,ended,54.0,30.0
4798,mobile,ended,-275.0,
4799,mobile,ended,-81.0,
4800,connect,ended,67.0,
4801,mobile,canceled,,
4802,mobile,canceled,,
4803,connect,ended,41.0,330.0
4804,mobile,ended,76.0,120.0
4805,mobile,ended,-315.0,
4806,mobile,ended,-57.0,
4807,mobile,ended,-4.0,
4808,mobile,canceled,,
4809,mobile,ended,-8.0,
4810,mobile,ended,-12.0,
4811,mobile,ended,,
4812,mobile,ended,37.0,
4813,mobile,ended,-67.0,
4814,mobile,ended,21.0,
4815,mobile,ended,-188.0,
4816,mobile,ended,286.0,
4817,mobile,ended,-351.0,
4818,mobile,ended,131.0,
4819,mobile,ended,-293.0,
4820,mobile,ended,-55.0,
4821,mobile,ended,19.0,
4822,mobile,ended,12.0,
4823,connect,ended,-171.0,
4824,mobile,ended,-86.0,
4825,mobile,ended,-146.0,
4826,mobile,ended,0.0,
4827,mobile,ended,-24.0,
4828,mobile,ended,,
4829,connect,canceled,,
4830,mobile,ended,49.0,
4831,mobile,ended,1.0,
4832,mobile,ended,11.0,
4833,mobile,ended,17.0,
4834,mobile,canceled,,
4835,mobile,ended,52.0,30.0
4836,mobile,ended,128.0,
4837,mobile,canceled,,
4838,mobile,ended,984.0,
4839,mobile,canceled,,
4840,mobile,ended,,
4841,mobile,ended,15.0,120.0
4842,mobile,canceled,,
4843,mobile,ended,-139.0,
4844,mobile,ended,11.0,
4845,mobile,ended,36.0,
4846,mobile,ended,,
4847,connect,ended,-38.0,
4848,mobile,canceled,,
4849,mobile,ended,146.0,
4851,mobile,ended,466.0,
4852,connect,ended,31.0,720.0
4853,mobile,ended,,
4854,mobile,ended,,
4855,mobile,ended,67.0,
4856,mobile,ended,119.0,
4857,mobile,ended,77.0,
4858,connect,canceled,,
4859,mobile,ended,176.0,60.0
4860,mobile,ended,59.0,
4861,connect,ended,194.0,
4862,connect,ended,-44.0,
4863,mobile,ended,272.0,150.0
4864,mobile,ended,43.0,
4865,mobile,ended,,
4866,mobile,ended,-48.0,
4867,mobile,canceled,,
4868,mobile,canceled,,
4869,mobile,ended,,
4870,mobile,ended,-72.0,
4871,mobile,ended,0.0,30.0
4872,mobile,ended,-6.0,
4873,mobile,ended,4.0,540.0
4874,mobile,ended,0.0,
4875,connect,ended,-15.0,30.0
4876,connect,ended,46.0,
4877,mobile,ended,428.0,
4878,mobile,ended,152.0,
4879,connect,ended,10.0,540.0
4880,connect,canceled,,
4881,mobile,ended,18.0,
4882,mobile,ended,-28.0,
4883,connect,canceled,,
4884,mobile,ended,25.0,
4885,mobile,ended,45.0,
4886,mobile,ended,-93.0,
4887,mobile,ended,252.0,
4888,mobile,ended,-133.0,630.0
4889,mobile,ended,-16.0,
4890,mobile,canceled,,
4891,mobile,ended,-25.0,
4892,mobile,ended,352.0,
4893,mobile,canceled,,
4894,mobile,ended,,
4895,mobile,ended,158.0,
4896,mobile,ended,128.0,
4897,mobile,ended,11.0,60.0
4898,mobile,ended,-40.0,
4899,connect,ended,-426.0,180.0
4900,mobile,ended,7.0,30.0
4901,mobile,ended,5.0,
4902,mobile,canceled,,
4903,mobile,ended,,
4904,mobile,ended,-17.0,
4905,mobile,ended,-15.0,
4906,mobile,ended,-28.0,60.0
4907,mobile,ended,-43.0,
4908,connect,ended,49.0,
4909,connect,canceled,,660.0
4910,connect,ended,-206.0,
4911,mobile,ended,4.0,
4912,connect,ended,,
4913,mobile,ended,16.0,
4914,connect,canceled,,
4915,mobile,ended,63.0,
4916,mobile,ended,-15.0,
4917,connect,canceled,,
4918,mobile,ended,-7.0,
4919,connect,canceled,,
4920,mobile,ended,11.0,
4921,mobile,ended,21.0,
4922,mobile,ended,62.0,
4923,mobile,ended,49.0,
4924,mobile,canceled,,
4925,mobile,ended,125.0,
4926,connect,ended,-13.0,
4927,mobile,ended,12.0,
4928,connect,ended,-9.0,
4929,mobile,ended,-48.0,
4930,mobile,ended,743.0,
4931,mobile,ended,-58.0,
4932,mobile,ended,55.0,
4933,mobile,canceled,,
4934,mobile,ended,91.0,
4935,mobile,ended,-20.0,
4936,mobile,ended,39.0,
4937,connect,ended,41.0,
4938,mobile,ended,,
4939,mobile,canceled,,
4940,mobile,ended,241.0,
4941,mobile,ended,-56.0,
4942,mobile,ended,-57.0,
4943,mobile,ended,84.0,
4944,mobile,ended,-203.0,
4945,mobile,ended,,
4946,mobile,ended,78.0,0.0
4947,mobile,canceled,,
4948,mobile,ended,-30.0,
4949,mobile,canceled,,
4950,mobile,ended,-127.0,
4951,mobile,ended,70.0,
4952,mobile,ended,,0.0
4953,mobile,ended,754.0,
4954,connect,ended,-44.0,
4955,mobile,ended,,
4956,mobile,ended,48.0,
4957,mobile,ended,16.0,
4958,mobile,ended,-60.0,
4959,mobile,ended,13.0,
4960,mobile,ended,681.0,
4961,connect,ended,,720.0
4962,mobile,ended,18.0,
4963,mobile,canceled,,
4964,mobile,ended,36.0,
4965,mobile,ended,19.0,
4966,mobile,ended,2.0,
4967,connect,ended,-85.0,
4968,connect,canceled,,
4969,mobile,ended,-91.0,
4970,mobile,ended,24.0,660.0
4971,mobile,ended,191.0,
4972,connect,canceled,,
4973,connect,ended,-124.0,
4974,mobile,ended,14.0,
4975,mobile,ended,43.0,
4976,mobile,ended,498.0,
4977,connect,ended,191.0,
4978,mobile,ended,70.0,
4979,mobile,ended,,
4980,mobile,ended,-21.0,0.0
4981,mobile,ended,,
4982,connect,ended,63.0,
4983,mobile,ended,205.0,60.0
4984,mobile,ended,-88.0,
4985,mobile,ended,35.0,
4986,mobile,canceled,,
4987,mobile,ended,-11.0,570.0
4988,mobile,canceled,,
4989,mobile,canceled,,
4990,connect,canceled,,
4991,connect,ended,,
4992,mobile,ended,,
4993,mobile,ended,94.0,
4994,mobile,ended,-71.0,
4995,mobile,ended,0.0,
4996,mobile,ended,-68.0,
4997,mobile,ended,-50.0,
4998,mobile,ended,45.0,
4999,mobile,ended,,
5001,mobile,ended,0.0,
5002,mobile,ended,2.0,
5003,mobile,ended,-1.0,
5004,mobile,ended,278.0,
5005,mobile,ended,-2.0,
5006,connect,canceled,,
5007,mobile,ended,,
5008,connect,ended,-44.0,
5009,mobile,ended,-32.0,
5010,mobile,ended,9.0,
5011,mobile,ended,-27.0,
5012,mobile,ended,,
5013,connect,ended,157.0,
5014,mobile,ended,-102.0,
5015,mobile,ended,-428.0,
5016,mobile,ended,-15.0,
5017,mobile,canceled,,
5018,mobile,ended,-127.0,
5019,mobile,ended,,
5020,mobile,ended,21.0,
5021,mobile,ended,2.0,
5022,connect,ended,-49.0,
5023,mobile,ended,,
5024,mobile,ended,-9.0,
5025,mobile,ended,74.0,
5026,mobile,ended,-98.0,
5027,mobile,ended,-23.0,
5028,mobile,ended,33.0,
5029,connect,ended,-48.0,
5030,mobile,ended,51.0,
5031,mobile,ended,90.0,
5032,connect,canceled,,
5033,connect,ended,-13.0,
5034,connect,ended,17.0,
5035,mobile,ended,320.0,
5036,mobile,ended,98.0,
5037,connect,canceled,,
5038,connect,canceled,,
5039,mobile,ended,119.0,
5040,connect,canceled,,0.0
5041,connect,ended,-205.0,
5042,mobile,ended,-48.0,
5043,mobile,ended,461.0,
5044,connect,ended,0.0,
5045,connect,ended,-43.0,
5046,connect,ended,222.0,
5047,connect,canceled,,
5048,mobile,ended,-75.0,
5049,mobile,ended,-197.0,
5050,mobile,ended,-416.0,
5051,mobile,ended,-72.0,
5052,mobile,ended,93.0,
5053,mobile,ended,-213.0,
5054,connect,ended,69.0,
5055,mobile,ended,-20.0,
5056,mobile,ended,225.0,
5057,mobile,ended,7.0,120.0
5058,mobile,ended,-5.0,
5059,connect,ended,51.0,
5060,mobile,ended,378.0,
5061,mobile,ended,,
5062,connect,ended,1.0,
5063,mobile,ended,-128.0,
5064,mobile,ended,258.0,
5065,connect,ended,-139.0,
5066,connect,ended,-338.0,
5067,mobile,ended,20.0,
5068,mobile,ended,-332.0,
5069,mobile,ended,,
5070,mobile,ended,-2.0,
5071,mobile,ended,-17.0,
5072,mobile,canceled,,
5073,mobile,ended,535.0,
5074,mobile,ended,2.0,
5075,connect,ended,19.0,
5076,mobile,canceled,,
5077,mobile,ended,30.0,
5078,mobile,ended,,
5079,mobile,ended,154.0,
5080,mobile,ended,-41.0,
5081,mobile,ended,252.0,
5082,mobile,ended,24.0,
5083,mobile,ended,45.0,
5084,connect,ended,-40.0,
5085,connect,ended,125.0,
5086,connect,ended,25.0,120.0
5087,mobile,ended,91.0,
5088,mobile,ended,79.0,450.0
5089,mobile,ended,-337.0,
5090,mobile,ended,38.0,
5091,mobile,ended,,
5092,connect,ended,-13.0,
5093,mobile,ended,-1.0,
5094,mobile,ended,24.0,60.0
5095,mobile,ended,-25.0,
5096,connect,ended,119.0,
5097,connect,canceled,,
5098,mobile,ended,-49.0,
5099,mobile,canceled,,
5100,connect,canceled,,
5101,mobile,ended,221.0,
5102,mobile,ended,1.0,
5103,mobile,ended,-100.0,
5104,mobile,ended,1397.0,
5105,mobile,ended,292.0,
5106,mobile,ended,3.0,
5107,connect,ended,15.0,60.0
5108,mobile,ended,8.0,
5109,mobile,ended,-14.0,
5110,connect,ended,-10.0,
5111,connect,ended,-402.0,
5112,mobile,ended,-25.0,
5113,mobile,ended,11.0,
5114,mobile,ended,229.0,
5115,mobile,ended,30.0,
5116,mobile,ended,,
5117,mobile,canceled,,
5118,mobile,ended,-13.0,
5119,connect,ended,-95.0,
5120,mobile,ended,-38.0,
5121,mobile,canceled,,
5122,mobile,ended,64.0,
5123,mobile,ended,76.0,
5124,mobile,ended,15.0,
5125,mobile,ended,,
5126,mobile,ended,-215.0,
5127,connect,ended,-25.0,
5128,mobile,ended,33.0,
5129,mobile,ended,142.0,
5130,mobile,canceled,,180.0
5131,mobile,ended,293.0,
5132,mobile,ended,43.0,
5133,mobile,ended,-285.0,
5134,mobile,canceled,,
5136,connect,ended,,60.0
5137,mobile,ended,44.0,
5138,connect,ended,-81.0,
5139,connect,ended,-89.0,
5140,mobile,ended,-247.0,
5141,mobile,ended,,
5142,mobile,ended,14.0,
5143,mobile,ended,944.0,
5144,mobile,ended,,0.0
5145,mobile,canceled,,
5146,mobile,ended,661.0,
5147,mobile,canceled,,
5148,mobile,ended,251.0,
5149,mobile,ended,358.0,
5150,mobile,ended,3.0,
5151,mobile,ended,36.0,
5152,mobile,ended,-99.0,
5153,mobile,ended,4.0,
5154,connect,ended,-85.0,
5155,connect,ended,55.0,660.0
5156,mobile,ended,5.0,
5157,mobile,ended,-117.0,
5158,connect,ended,-7.0,720.0
5159,connect,canceled,,
5160,mobile,canceled,,
5161,mobile,ended,,
5162,mobile,ended,-26.0,
5163,mobile,ended,39.0,
5164,connect,ended,-2.0,
5165,mobile,ended,-29.0,
5166,connect,ended,-98.0,
5167,mobile,ended,126.0,
5168,mobile,ended,17.0,150.0
5169,mobile,ended,-23.0,
5170,mobile,ended,63.0,
5171,mobile,ended,-126.0,
5172,mobile,canceled,,
5173,mobile,ended,-531.0,
5174,mobile,ended,-62.0,
5175,mobile,ended,,
5176,mobile,ended,-414.0,
5177,connect,ended,-77.0,
5178,mobile,canceled,,
5179,connect,ended,2.0,690.0
5180,mobile,ended,29.0,
5181,mobile,canceled,,
5182,mobile,ended,11.0,
5183,mobile,ended,372.0,
5184,mobile,ended,167.0,
5185,mobile,ended,37.0,
5186,mobile,ended,,
5187,mobile,ended,-16.0,
5188,mobile,ended,-26.0,
5189,mobile,ended,-140.0,
5190,mobile,ended,1261.0,
5191,mobile,canceled,,
5192,mobile,ended,63.0,
5193,connect,ended,-48.0,
5194,mobile,ended,30.0,690.0
5195,mobile,ended,186.0,
5196,connect,ended,-408.0,150.0
5197,mobile,ended,30.0,
5198,mobile,ended,-77.0,
5199,connect,ended,8.0,120.0
5200,mobile,ended,54.0,630.0
5201,mobile,canceled,,
5202,mobile,ended,-85.0,
5203,mobile,ended,10.0,
5204,mobile,ended,140.0,60.0
5205,mobile,ended,69.0,
5206,mobile,ended,,630.0
5207,mobile,ended,66.0,
5208,mobile,ended,186.0,
5209,mobile,ended,-45.0,
5210,mobile,canceled,,
5211,mobile,ended,-79.0,
5212,connect,ended,-470.0,
5213,mobile,ended,31.0,
5214,mobile,ended,-143.0,
5215,mobile,ended,139.0,570.0
5216,connect,ended,-932.0,
5217,mobile,ended,307.0,
5218,mobile,ended,-14.0,
5219,mobile,ended,-1359.0,
5220,connect,ended,-42.0,
5221,mobile,ended,,
5222,mobile,ended,6.0,
5224,mobile,ended,-49.0,
5225,mobile,ended,1381.0,
5226,mobile,ended,17.0,
5227,mobile,canceled,,
5228,mobile,ended,,
5229,connect,ended,224.0,
5230,mobile,ended,154.0,
5231,mobile,ended,-29.0,
5232,connect,canceled,,60.0
5233,mobile,canceled,,
5234,mobile,ended,-121.0,
5235,mobile,ended,80.0,
5236,connect,ended,-6.0,
5237,mobile,ended,-88.0,
5238,connect,ended,-203.0,
5239,mobile,ended,25.0,
5240,mobile,ended,36.0,
5241,mobile,ended,4.0,
5242,mobile,ended,-39.0,
5243,mobile,ended,-15.0,
5244,mobile,ended,4.0,
5245,mobile,ended,327.0,
5246,mobile,ended,40.0,
5247,mobile,ended,93.0,60.0
5248,connect,ended,57.0,
5249,mobile,canceled,,
5250,mobile,ended,-115.0,
5251,mobile,ended,-274.0,
5252,mobile,ended,,
5253,mobile,canceled,,
5254,mobile,ended,,
5255,connect,ended,-38.0,630.0
5256,mobile,ended,-3.0,
5258,mobile,ended,-51.0,
5259,mobile,ended,-15.0,
5260,mobile,ended,339.0,
5261,mobile,canceled,,
5262,mobile,ended,97.0,
5263,mobile,ended,223.0,
5264,mobile,ended,,
5265,mobile,ended,45.0,30.0
5266,mobile,ended,124.0,
5267,mobile,ended,10.0,
5268,mobile,ended,53.0,60.0
5269,mobile,ended,38.0,
5270,mobile,ended,27.0,
5271,mobile,ended,6.0,
5272,connect,ended,-352.0,120.0
5273,mobile,ended,-71.0,
5274,mobile,ended,39.0,
5275,connect,ended,-104.0,
5276,mobile,canceled,,
5277,mobile,canceled,,
5278,connect,ended,-38.0,
5279,mobile,ended,3.0,
5280,connect,ended,-626.0,
5281,mobile,canceled,,
5282,mobile,ended,117.0,
5283,mobile,ended,3.0,
5284,connect,ended,-3.0,
5285,mobile,ended,53.0,
5286,mobile,ended,-5.0,
5287,mobile,ended,-23.0,
5288,mobile,ended,48.0,
5289,mobile,ended,-51.0,
5290,connect,ended,68.0,
5291,mobile,ended,364.0,
5292,connect,ended,-1.0,
5293,mobile,ended,10.0,
5294,mobile,ended,-1003.0,
5295,mobile,ended,-6.0,
5296,mobile,ended,-3.0,
5297,mobile,ended,-58.0,
5298,mobile,ended,63.0,
5299,mobile,ended,-115.0,
5300,mobile,ended,77.0,
5301,connect,ended,36.0,150.0
5302,mobile,ended,-54.0,
5303,mobile,ended,2.0,
5304,mobile,canceled,,
5305,mobile,ended,79.0,
5306,mobile,ended,21.0,
5307,connect,ended,0.0,240.0
5308,mobile,ended,5.0,
5309,mobile,canceled,,
5310,mobile,ended,-4.0,
5311,mobile,ended,,
5312,mobile,ended,9.0,
5314,mobile,ended,100.0,
5315,mobile,ended,24.0,
5316,mobile,ended,28.0,
5317,mobile,ended,62.0,
5318,mobile,ended,-414.0,
5319,connect,canceled,,
5320,connect,ended,-228.0,
5321,mobile,ended,207.0,
5322,mobile,ended,-29.0,
5323,mobile,ended,-51.0,
5324,mobile,ended,,
5325,mobile,ended,4.0,
5326,mobile,ended,27.0,
5327,mobile,ended,44.0,
5328,mobile,ended,34.0,
5329,mobile,ended,82.0,
5330,mobile,ended,-11.0,
5331,mobile,ended,-839.0,
5332,mobile,ended,-5.0,60.0
5333,mobile,ended,83.0,
5334,mobile,ended,-95.0,
5335,mobile,ended,,
5336,mobile,ended,76.0,
5337,connect,ended,12.0,
5338,mobile,ended,,
5339,mobile,ended,10.0,
5340,mobile,ended,70.0,720.0
5341,mobile,ended,741.0,
5342,mobile,canceled,,
5343,mobile,ended,73.0,
5344,connect,ended,-107.0,
5345,connect,ended,-384.0,
5346,mobile,ended,2.0,
5347,mobile,ended,18.0,
5348,mobile,ended,18.0,
5349,mobile,ended,-684.0,
5350,connect,ended,102.0,
5351,connect,ended,-2.0,
5353,mobile,canceled,,
5354,mobile,ended,,
5355,mobile,ended,,
5356,mobile,ended,-13.0,
5357,mobile,ended,,
5358,connect,ended,-50.0,660.0
5359,mobile,ended,42.0,
5360,mobile,ended,-8.0,
5361,connect,ended,266.0,
5362,mobile,ended,240.0,
5363,mobile,ended,14.0,
5364,connect,ended,,
5365,mobile,ended,-203.0,
5366,mobile,ended,-67.0,
5367,mobile,ended,-22.0,
5368,mobile,canceled,,
5369,mobile,canceled,,
5370,connect,ended,-370.0,630.0
5371,mobile,ended,113.0,
5372,mobile,ended,-25.0,
5373,mobile,ended,-1375.0,
5374,mobile,ended,-19.0,
5375,mobile,ended,1207.0,
5376,mobile,ended,42.0,
5377,mobile,ended,4.0,
5378,mobile,ended,164.0,
5379,mobile,ended,29.0,
5380,connect,ended,-107.0,
5381,mobile,ended,,
5382,mobile,ended,7.0,
5383,connect,ended,-37.0,
5384,mobile,ended,465.0,
5385,mobile,ended,-95.0,
5386,mobile,ended,87.0,
5388,mobile,ended,-29.0,
5389,mobile,ended,264.0,
5390,mobile,ended,8.0,
5391,mobile,canceled,,
5392,mobile,ended,52.0,
5393,mobile,ended,30.0,
5394,connect,ended,-618.0,
5395,mobile,ended,43.0,
5396,connect,ended,-54.0,
5397,mobile,canceled,,
5398,connect,ended,-117.0,
5399,mobile,ended,25.0,
5400,mobile,ended,70.0,
5401,mobile,ended,57.0,
5402,mobile,ended,64.0,
5403,mobile,ended,21.0,
5404,mobile,ended,393.0,
5405,mobile,ended,,
5406,mobile,ended,29.0,
5407,mobile,ended,14.0,
5408,mobile,ended,-69.0,
5409,connect,ended,9.0,
5410,connect,ended,-3.0,
5411,mobile,ended,61.0,
5412,mobile,ended,77.0,
5413,mobile,ended,12.0,
5414,mobile,canceled,,
5415,mobile,ended,-943.0,
5416,mobile,ended,-171.0,30.0
5417,mobile,ended,-47.0,
5418,mobile,ended,-9.0,
5419,connect,ended,14.0,
5420,mobile,ended,,
5421,mobile,ended,-125.0,
5422,mobile,ended,213.0,
5423,mobile,ended,,
5424,mobile,ended,-18.0,
5426,mobile,ended,138.0,
5427,mobile,ended,96.0,
5428,connect,ended,-178.0,
5430,mobile,canceled,,
5431,connect,ended,103.0,
5432,connect,canceled,,210.0
5433,mobile,ended,,
5434,mobile,ended,-43.0,
5435,mobile,canceled,,
5436,mobile,ended,92.0,
5437,mobile,ended,17.0,720.0
5438,mobile,ended,-59.0,
5439,mobile,ended,,720.0
5440,mobile,canceled,,
5441,mobile,ended,,
5442,mobile,ended,-186.0,
5443,mobile,canceled,,
5444,connect,ended,-33.0,
5445,connect,ended,234.0,
5446,mobile,ended,9.0,
5447,mobile,ended,13.0,
5448,connect,ended,98.0,
5449,mobile,ended,-39.0,
5450,mobile,ended,12.0,
5451,mobile,ended,29.0,
5452,mobile,ended,891.0,
5453,mobile,ended,6.0,
5454,mobile,ended,-21.0,
5455,mobile,ended,-39.0,
5456,mobile,ended,27.0,
5457,connect,ended,6.0,
5458,mobile,ended,21.0,
5459,mobile,ended,-9.0,
