hotel_name,url,score,description,address,latitude,longitude,cities
Aparthotel Adagio Lille Centre Grand Place,/hotel/fr/aparthotel-adagio-lille-centre-grand-place.fr.html?aid=304142&label=gen173nr-1FCAQoggJCKHNlYXJjaF9saWxsZSwgbm9yZC1wYXMtZGUtY2FsYWlzLCBmcmFuY2VIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aq7_kacGwAIB0gIkMDNmODZiOTUtZDBiYi00YzI1LWFlMjgtOGMyNzAwMmE4YzMw2AIF4AIB&sid=26a69af13e13ae206c68ebd5ad7aab10&breadcrumb=hotel&srpvid=05684297f58503fb&,8.9,"Situé à moins de 700 mètres du centre de Lille, l'Aparthotel Adagio Lille Centre Grand Place dispose d'une connexion Wi-Fi gratuite ainsi que d'une cuisine avec un lave-vaisselle, un micro-ondes et un réfrigérateur.Tous les logements disposent d'une salle de bains privative avec douche, de la climatisation, d'une télévision à écran plat et de plaques de cuisson. Des ustensiles de cuisine et une bouilloire sont également fournis.Cet appart'hôtel sert un petit-déjeuner continental chaque matin.L'Aparthotel Adagio Lille Centre Grand Place propose un hébergement 4 étoiles avec une salle de sport et une terrasse bien exposée.Vous pourrez également vous détendre dans le coin salon commun.Vous séjournerez à proximité du grand magasin Printemps, de l'Hospice Gantois et de la maison Coilliot. L'aéroport de Lille, le plus proche, est implanté à 9 km.","76 Rue De L Hopital Militaire, Centre de Lille, 59800 Lille, France",50.635281,3.060162,  Lille
"Holiday Inn Express Lille Centre, an IHG Hotel",/hotel/fr/expressbyholidayinnlille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCKHNlYXJjaF9saWxsZSwgbm9yZC1wYXMtZGUtY2FsYWlzLCBmcmFuY2VIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4ArH_kacGwAIB0gIkYzMzYzQyODgtNDg3NC00NjljLTg5YmUtY2UxNWQ5ZTc0MDFj2AIF4AIB&sid=cf98af86df932dcd6fe72211398c1da1&breadcrumb=hotel&srpvid=d3494298626500c8&,8.0,"L'Holiday Inn Express Lille Centre est situé dans le centre de Lille, à 350 mètres du Palais des Beaux Arts et à 9 km du stade Pierre Mauroy. Vous séjournerez à 900 mètres du centre de conventions Le Nouveau Siècle et à 2 km de Lille Grand Palais.Les chambres de l'Holiday Inn Express Lille Centre sont équipées d'une télévision à écran plat, d'un téléphone, d'un sèche-cheveux et d'un plateau/bouilloire. Elles sont toutes desservies par un ascenseur. Vous bénéficierez gratuitement d'une connexion Wi-Fi.Un petit-déjeuner buffet est servi tous les matins.L'Holiday Inn Express Lille Centre propose une réception ouverte 24h/24, un parking souterrain sécurisé (sous réserve de disponibilité), une salle de réunion et un service de nettoyage à sec.La station de métro la plus proche est celle de République Beaux Arts, qui vous permettra d'accéder directement aux gares Lille Europe et Lille Flandres. L'hôtel se trouve à 800 mètres de la grand-place et à 1,5 km de la citadelle de Lille.","75 Bis Rue Leon Gambetta, Centre de Lille, 59000 Lille, France",50.63075938,3.05808842,  Lille
Au Moulin d'Or,/hotel/fr/au-moulin-d-39-or.fr.html?aid=304142&label=gen173nr-1FCAQoggJCKHNlYXJjaF9saWxsZSwgbm9yZC1wYXMtZGUtY2FsYWlzLCBmcmFuY2VIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4ArX_kacGwAIB0gIkNmExNDNiODYtZGJlYi00ZDRmLWFkNTQtMzZiOWYwY2I4NWNh2AIF4AIB&sid=28e7977c199801b36064fce5fe40cb3e&breadcrumb=hotel&srpvid=38c4429a5356027b&,9.1,"Doté d'un salon commun et d'une connexion Wi-Fi gratuite, l'établissement Au Moulin d'Or est situé dans le centre de Lille, à proximité de l'Hospice Gantois, de la Grand-Place et de la gare de Lille-Flandres.Cet appart'hôtel comprend un coin salon avec une télévision à écran plat ainsi qu'une salle de bains privative pourvue d'articles de toilette gratuits, d'un sèche-cheveux et d'une baignoire. La cuisine est équipée d'un réfrigérateur, d'un lave-vaisselle, d'un four et d'une machine à café.Vous séjournerez à proximité de l'opéra de Lille, du Zénith et du grand magasin Printemps. L'aéroport de Lille, le plus proche, est à 9 km.","3 17 Rue du Molinel, Centre de Lille, 59800 Lille, France",50.63527,3.069822,  Lille
Nationale Appart Hotel,/hotel/fr/natioanale-appart.fr.html?aid=304142&label=gen173nr-1FCAQoggJCKHNlYXJjaF9saWxsZSwgbm9yZC1wYXMtZGUtY2FsYWlzLCBmcmFuY2VIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4ArX_kacGwAIB0gIkNmExNDNiODYtZGJlYi00ZDRmLWFkNTQtMzZiOWYwY2I4NWNh2AIF4AIB&sid=c11a8dea9269689e2e8b250db6969b52&breadcrumb=hotel&srpvid=38c4429a5356027b&,6.2,"Situé dans le Vieux-Lille, le Nationale Appart Hotel propose des appartements indépendants à seulement 5 minutes à pied du centre-ville. Une connexion Wi-Fi est accessible gratuitement dans l'ensemble des locaux.Affichant une décoration contemporaine, tous les appartements disposent d'un coin salon. Leur salle de bains privative est munie d'articles de toilette gratuits ainsi que d'une baignoire ou d'une douche.Tous les appartements comprennent une kitchenette équipée et un coin repas. Vous trouverez des boutiques et des restaurants à 50 mètres de l'établissement.La citadelle de Lille est à 1,5 km. Vous séjournerez à 500 mètres du centre de conventions Le Nouveau Siècle et à 2,5 km de Lille Grand Palais.","130 rue Nationale, Centre de Lille, 59000 Lille, France",50.63430485,3.05583537,  Lille
Grand Hôtel Lille,/hotel/fr/le-grand-hotel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCKHNlYXJjaF9saWxsZSwgbm9yZC1wYXMtZGUtY2FsYWlzLCBmcmFuY2VIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4ArX_kacGwAIB0gIkNmExNDNiODYtZGJlYi00ZDRmLWFkNTQtMzZiOWYwY2I4NWNh2AIF4AIB&sid=e609eb01c9f8bc8bd2f2a6a634e625db&breadcrumb=hotel&srpvid=38c4429a5356027b&,7.9,"Situé dans le centre de Lille, juste à côté de la gare de Lille-Flandres, le Grand Hôtel Lille dispose d'une réception ouverte 24h/24, d'une bagagerie et d'un ascenseur. L'hôtel vous accueille à 900 mètres du Grand Palais de Lille et à 650 mètres du centre de conventions Nouveau Siècle. Il se trouve à seulement 300 mètres de la Grand'Place et à 5 minutes à pied du Vieux-Lille.Toutes les chambres sont équipées d'une télévision par satellite à écran plat et d'un téléphone. Leur salle de bains privative est pourvue d'un sèche-cheveux.Un petit-déjeuner buffet est servi chaque matin sur place. Vous trouverez plusieurs restaurants à quelques minutes de marche.Le Grand Hôtel Lille met à votre disposition un service d'étage et une connexion Wi-Fi gratuite. L'établissement est à 600 mètres de la gare de Lille-Europe, tandis que la station de métro Gare Lille-Flandres vous attend à seulement 50 mètres. Enfin, vous séjournerez à 18 minutes de route du stade Pierre-Mauroy.","51 Rue Faidherbe, Centre de Lille, 59000 Lille, France",50.63685668,3.06794286,  Lille
Belambra Clubs Résidence Port Camargue - Les Salins,/hotel/fr/belambra-clubs-port-camargue-residence-les-salins.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALC_5GnBsACAdICJDNkMzk1MGRkLTIyZWMtNGY1NC05ZDI4LTg0NDRhZmM0NmQwYtgCBeACAQ&sid=08fc95ba54aebea04cc5bf9cca3ec990&breadcrumb=hotel&srpvid=308542a1429c0093&,7.8,"Situé au Grau-du-Roi, à 400 mètres de North Beach, le Belambra Clubs Résidence Port Camargue - Les Salins propose des hébergements avec une piscine extérieure ouverte en saison, un parking privé gratuit, un jardin et une terrasse. Il propose un restaurant, un club pour enfants, une réception ouverte 24h/24 et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Il propose un sauna, une équipe d'animation et des chambres familiales.Les chambres sont équipées de la climatisation et certaines possèdent un balcon.Le Belambra Clubs Résidence Port Camargue - Les Salins se trouve à 400 mètres de la plage Rive Gauche et à 2,1 km de la rive Droite. L'aéroport de Montpellier-Méditerranée, le plus proche, est à 31 km.","280 Rue Amiot d'Inville, 30240 Le Grau-du-Roi, France",43.524719,4.141164,  Le Grau-du-Roi
Hôtel Les Rives Bleues,/hotel/fr/les-rives-bleues.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALF_5GnBsACAdICJDU5YWU1ZWEwLWEwNTEtNDE3MC05ZDIwLTU2NzVjMTQzMWI5NNgCBeACAQ&sid=c9e0e339d344c0f49d3f3525df78b459&breadcrumb=hotel&srpvid=6e8142a2625900e5&,6.7,"L’Hôtel Les Rives Bleues dispose d’une piscine extérieure et d’une connexion Wi-Fi gratuite dans l’ensemble de ses locaux. Il est situé à La Grande-Motte. Il se trouve à 5 minutes à pied de la plage et du centre de conventions.Les chambres sont équipées d'une télévision avec les chaînes de la TNT et de la climatisation. Leur salle de bains privative est pourvue d’une baignoire ou d’une douche et d’articles de toilette gratuits.L'Hôtel Les Rives Bleues possède une réception ouverte 24h/24 et une terrasse. Un salon commun et une salle de réunion sont par ailleurs présents. Vous pourrez aussi pratiquer de nombreuses activités sur place ou dans les environs, notamment le golf.L'hôtel se trouve à 3 km du parcours de golf de la Grande-Motte. L’aéroport de Montpellier-Méditerranée est, quant à lui, situé à 16 km.","Rue du port, 34280 La Grande Motte, France",43.55966594,4.08472567,  La Grande Motte
Hotel Europe,/hotel/fr/europe-la-grande-motte.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALF_5GnBsACAdICJDU5YWU1ZWEwLWEwNTEtNDE3MC05ZDIwLTU2NzVjMTQzMWI5NNgCBeACAQ&sid=15742d5e306c041cd116d9eef724b745&breadcrumb=hotel&srpvid=6e8142a2625900e5&,8.3,"L’Hotel Europe est situé au centre de La Grande Motte, à 10 minutes à pied de la plage et à 5 minutes de marche du port de plaisance. Vous séjournerez également à seulement 150 mètres du Palais des Congrès et du Casino. L’aéroport de Montpellier-Méditerranée est implanté à 20 minutes en voiture.L'établissement a été construit avec le lancement du complexe hôtelier dans les années 1970. La préservation de son architecture d'origine lui confère charme et attrait.Les 37 chambres comprennent des équipements modernes tels qu’une télévision par câble à écran plat, un mini-réfrigérateur, un plateau de courtoisie, la climatisation, un sèche-cheveux et des articles de toilette gratuits.Certains logements sont dotés d’une terrasse ou d’un balcon.Vous pourrez profiter d'une connexion Wi-Fi gratuite, d'une piscine extérieure et d'une terrasse.Un parking privé surveillé est mis à votre disposition, sous réserve de disponibilité et moyennant des frais supplémentaires.","Square Navigarde Allée Des Parcs, 34280 La Grande Motte, France",43.56258634,4.08359885,  La Grande Motte
Azureva Le Grau du Roi,/hotel/fr/azura-va-le-grau-du-roi.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALF_5GnBsACAdICJDU5YWU1ZWEwLWEwNTEtNDE3MC05ZDIwLTU2NzVjMTQzMWI5NNgCBeACAQ&sid=3df36d033104a77740a394d033787ddb&breadcrumb=hotel&srpvid=6e8142a2625900e5&,7.3,"La résidence Azurèva Le Grau du Roi est située à 2,5 km de la plage de l'Espiguette et à 5 km de la gare du Grau-du-Roi. Elle propose une connexion Wi-Fi gratuite dans ses parties communes, une piscine extérieure et des appartements avec terrasse privée.Tous les appartements de l'Azurèva Le Grau du Roi comprennent aussi une télévision et une salle de bains privative pourvue d'une douche. Un ventilateur et un barbecue sont disponibles moyennant des frais supplémentaires. Le linge de lit est fourni.Chaque appartement possède également une cuisine équipée d'un micro-ondes, d'un four et d'un réfrigérateur. Sur demande, vous pourrez profiter de pizzas et de plats à emporter.Lors de votre séjour à l'Azurèva Le Grau du Roi, vous aurez la possibilité de jouer au minigolf, à la pétanque et au ping-pong sur place. Dans les environs, vous pratiquerez la planche à voile, le kitesurf ou la plongée. Enfin, l'accès au club pour enfants est gratuit pendant les vacances scolaires.","2815 Route de l'Espiguette, 30240 Le Grau-du-Roi, France",43.50309876,4.14209783,  Le Grau-du-Roi
Résidence Odalys Les Dunes du Soleil,/hotel/fr/odalys-residence-les-dunes-du-soleil.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALF_5GnBsACAdICJDU5YWU1ZWEwLWEwNTEtNDE3MC05ZDIwLTU2NzVjMTQzMWI5NNgCBeACAQ&sid=a78146c21f37bfafb10fc01a5943823e&breadcrumb=hotel&srpvid=6e8142a2625900e5&,7.8,"Implanté à La Grande Motte, à seulement 20 mètres de la plage, l'établissement Résidence Odalys Les Dunes du Soleil propose des hébergements indépendants dans une résidence pourvue d'une terrasse et d'une piscine extérieure ouverte en saison.Ses appartements climatisés disposent d'un coin salon avec télévision et d'une salle de bains avec douche. Leur cuisine est équipée d'un micro-ondes, d'un lave-vaisselle et d'une machine à café.Vous trouverez un éventail de boutiques, de bars et de restaurants à seulement 400 mètres de l'établissement. Un parking privé, dont la capacité d'accueil est limitée, est fourni gratuitement sur place. La résidence possède en outre un garage, accessible moyennant un supplément.Dans les environs, vous pourrez pratiquer le golf, la voile et la plongée. Un court de tennis, un spa et un centre équestre sont situés à proximité. La gare de Grau-du-Roi est à 5,5 km et l'aéroport de Montpellier-Méditerranée à seulement 25 km.","615 Allée de la Plage, 34280 La Grande Motte, France",43.55621492,4.09553334,  La Grande Motte
SOWELL RESIDENCES Les Sablons,/hotel/fr/sowell-residences-le-vidourle.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALF_5GnBsACAdICJDU5YWU1ZWEwLWEwNTEtNDE3MC05ZDIwLTU2NzVjMTQzMWI5NNgCBeACAQ&sid=093714c0634528a37db45f27118e6038&breadcrumb=hotel&srpvid=6e8142a2625900e5&,7.3,"Situé au Grau-du-Roi, à 60 mètres de Boucanet, le SOWELL RESIDENCES Les Sablons propose une piscine extérieure, un parking privé gratuit, un jardin et une terrasse. Cet hôtel 2 étoiles dispose d'une connexion Wi-Fi gratuite, d'un restaurant et d'un bar. Cet établissement non-fumeurs se trouve à moins de 1 km de la plage du Levant.Les chambres comprennent une télévision par satellite, une kitchenette, un coin repas, un coffre-fort et une salle de bains privative avec douche. Certaines offrent une vue sur la mer. Toutes sont équipées d'un réfrigérateur.Un petit-déjeuner continental est servi sur place.Le SOWELL RESIDENCES Les Sablons possède une aire de jeux pour enfants. Vous pourrez jouer au ping-pong et au tennis sur place.Vous séjournerez à 1,2 km du point Zéro et à 18 km de la salle omnisports Montpellier Arena. L'aéroport de Montpellier-Méditerranée, le plus proche, est à 23 km.","1551 Route de Carnon, 30240 Le Grau-du-Roi, France",43.554462,4.103673,  Le Grau-du-Roi
Hôtel Les Corallines – Thalasso & Spa,/hotel/fr/les-corallines.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALF_5GnBsACAdICJDU5YWU1ZWEwLWEwNTEtNDE3MC05ZDIwLTU2NzVjMTQzMWI5NNgCBeACAQ&sid=4b31cfe75bc1bdb498c5f6d252851758&breadcrumb=hotel&srpvid=6e8142a2625900e5&,8.1,"Situé en bord de mer, à 1 minute à pied de la plage de La Grande-Motte, l’Hôtel Les Corallines – Thalasso & Spa dispose d’une piscine extérieure, d’un accès gratuit aux installations de spa et d’équipements de cardio-training. Il met gratuitement à votre disposition un parking privé et une connexion Wi-Fi. Toutes les chambres présentent une décoration sophistiquée et un cadre reposant. Leurs baies vitrées les inondent de lumière naturelle et s’ouvrent sur une terrasse privative donnant sur la piscine et la mer. Elles comprennent toutes une machine à café, un minibar et une salle de bains privative avec baignoire ou douche. Elles bénéficient en outre d’un accès direct au restaurant et au spa que vous pourrez rejoindre en peignoir.Lors de votre séjour, vous profiterez gratuitement des installations de spa, dont une piscine intérieure d’eau salée chauffée à 32 degrés, une piscine de bien-être à usages multiples, un sauna et un hammam. Des massages, des soins et des cours de remise en forme sont proposés moyennant des frais supplémentaires.L'établissement compte 2 restaurants, pour répondre à vos envies dans un cadre idéal.Les Corallines :Le restaurant Les Corallines vous accueille dans une atmosphère élégante, en salle ou sur sa terrasse bordant la piscine.Ouvert du lundi au samedi de midi à 14h00 et de 19h00 à 21h00Le dimanche de 19h00 à 21h00Le Tamaris :Dans un cadre naturel et confortable, le Tamaris vous accueille en salle ou sur sa terrasse offrant une vue panoramique sur le complexe aquatique Espace Grand Bleu.Ouvert de midi à 15h00 (du lundi au samedi) : Formule Plat Dessert Tamaris à 25 EUR.Le dimanche pour le brunch de midi à 14h30.Le restaurant sur place propose des menus équilibrés, inspirés de la cuisine méditerranéenne.Pour le Restaurant Les Corallines :Menu du jour 3 services (entrée, plat, dessert hors boissons) à 38 EUR, disponible uniquement le midi du lundi au samediL’hôtel se trouve à 15 minutes de route de l’aéroport de Montpellier-Méditerranée.","615 Allée De La Plage, 34280 La Grande Motte, France",43.55617604,4.09555882,  La Grande Motte
Résidence Pierre & Vacances Les Terrasses Du Parc,/hotel/fr/residence-maeva-les-terrasses-du-parc.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALF_5GnBsACAdICJDU5YWU1ZWEwLWEwNTEtNDE3MC05ZDIwLTU2NzVjMTQzMWI5NNgCBeACAQ&sid=b09f2a5ffae77dfcac28163ed35c4f8b&breadcrumb=hotel&srpvid=6e8142a2625900e5&,8.0,"Située à La Grande-Motte, la Résidence Pierre & Vacances Les Terrasses Du Parc se trouve à seulement 10 minutes à pied de la plage et du centre-ville. Elle propose des appartements et des studios meublés.Les appartements disposent tous d'un balcon privé, d'une salle de bains privative et d'une télévision. Ils possèdent également une cuisine équipée d'un lave-vaisselle et d'une cafetière.Le complexe comporte une aire de jeux pour enfants, ainsi qu'un jardin doté d'une table de ping-pong et d'un terrain de pétanque. Un court de tennis vous attend à seulement 500 mètres.La résidence possède un parking privé couvert, accessible moyennant des frais supplémentaires et sous réserve de disponibilité. La Résidence Pierre & Vacances Les Terrasses Du Parc se trouve à 30 minutes de route de Montpellier. Enfin, l'aéroport de Montpellier-Méditerranée est installé à 17 km.","546, Allée Des Jardins, 34280 La Grande Motte, France",43.5619294,4.09129143,  La Grande Motte
Novotel La Grande Motte Golf,/hotel/fr/novotel-la-grande-motte-golf.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALF_5GnBsACAdICJDU5YWU1ZWEwLWEwNTEtNDE3MC05ZDIwLTU2NzVjMTQzMWI5NNgCBeACAQ&sid=9cfa987953e00bbf1c12210531bc7d0a&breadcrumb=hotel&srpvid=6e8142a2625900e5&,8.5,"Situé à La Grande-Motte, en face d'un terrain de golf de 18 trous, le Novotel La Grande Motte Golf dispose d'un restaurant, d'une terrasse bien exposée et d'une piscine extérieure ouverte en saison. Vous bénéficierez d'un parking privé sur place et d'une connexion Wi-Fi accessible gratuitement dans l'ensemble de ses locaux. Montpellier est à 26 km.Toutes les chambres sont équipées de la climatisation et d'une télévision par satellite à écran plat. Certaines sont dotées d'un minibar. Leur salle de bains privative est pourvue d'une baignoire ou douche et d'un sèche-cheveux. Toutes les chambres sont munies d'une terrasse ou d'un balcon privés.Le restaurant Ô'Balata est ouvert toute l'année. Il sert une cuisine méditerranéenne. Sa terrasse surplombe la piscine et le parcours de golf. Sur place, vous pourrez savourer une boisson au café du Novotel.Cet établissement vous fera profiter d'une réception ouverte 24h/24 et d'une aire de jeux pour enfants.Un service de location de vélos est assuré sur place. Vous séjournerez à 36 km de Nîmes et à 57 km d'Arles. L'aéroport de Montpellier-Méditerranée se trouve à 17 km.","Quartier Golf Ponant - 1641 Av Du Golf, 34280 La Grande Motte, France",43.57070999,4.10264656,  La Grande Motte
Hotel Le Quetzal,/hotel/fr/le-quetzal.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALF_5GnBsACAdICJDU5YWU1ZWEwLWEwNTEtNDE3MC05ZDIwLTU2NzVjMTQzMWI5NNgCBeACAQ&sid=090210b007c8e4138386abac9b2c0c98&breadcrumb=hotel&srpvid=6e8142a2625900e5&,8.8,"Doté d'une piscine extérieure, l'Hotel Le Quetzal est situé au cœur de La Grande-Motte, à 300 mètres de la mer Méditerranée et de ses plages de sable et à 5 minutes à pied du centre-ville ainsi que du port.Toutes les chambres comprennent la climatisation, une télévision à écran plat et un coffre-fort. Vous bénéficierez gratuitement d’une connexion Wi-Fi.L'hôtel Le Quetzal dispose d'un terrain de pétanque. Vous pourrez pratiquer le golf, le tennis et l'équitation dans la région.Un parking privé surveillé est disponible moyennant des frais supplémentaires, sous réserve de disponibilité. L'hôtel est situé à 20 minutes en voiture de Montpellier et à seulement 10 minutes en voiture de l'aéroport de Montpellier.","Allée des Jardins, 34280 La Grande Motte, France",43.56037838,4.0921551,  La Grande Motte
GOLF HOTEL,/hotel/fr/golf-la-grande-motte.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALF_5GnBsACAdICJDU5YWU1ZWEwLWEwNTEtNDE3MC05ZDIwLTU2NzVjMTQzMWI5NNgCBeACAQ&sid=98f192ccbe38cef59690fe54a387e924&breadcrumb=hotel&srpvid=6e8142a2625900e5&,8.8,"Situé à La Grande-Motte, à 2 km de la plage de Point-Zero, le GOLF HOTEL propose des hébergements avec une salle de sport, un bar et un jardin. Doté d'une terrasse, cet hôtel 4 étoiles propose des chambres climatisées avec connexion Wi-Fi gratuite et salle de bains privative. L'hôtel dispose de deux bains à remous et d'une réception ouverte 24h/24.Les chambres sont équipées d'une machine à café. Les logements comprennent une armoire et une bouilloire.Un petit-déjeuner buffet est servi tous les matins de 7h00 à 11h00.L'hôtel propose un service de collations, qui comprend des pizzas, des fruits frais ou des plats de bocal.L'hôtel peut également vous conseiller sur les restaurants et les plats à emporter qui livrent dans la région.Lors de votre séjour au GOLF HOTEL, vous pourrez pratiquer diverses activités à La Grande-Motte et dans ses environs, telles que le vélo, les sports nautiques ou le golf.L'hôtel dispose de deux bains à remous à 38° et d'une piscine chauffée d'avril à novembre.Le casino de la ville, le Pasino, se trouve à moins de 2 km de l'hôtel. Vous séjournerez à 1,8 km. L'aéroport de Montpellier-Méditerranée, le plus proche, est implanté à 12 km.","1920 Avenue du Golf, 34280 La Grande Motte, France",43.568057,4.102608,  La Grande Motte
Thalazur Port-Camargue - Hotel & Spa,/hotel/fr/thalassa-port-camargue.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALF_5GnBsACAdICJDU5YWU1ZWEwLWEwNTEtNDE3MC05ZDIwLTU2NzVjMTQzMWI5NNgCBeACAQ&sid=d10225b3953086f916620de7c116fb49&breadcrumb=hotel&srpvid=6e8142a2625900e5&,7.8,"Le Thalazur Port-Camargue - Hotel & Spa, idéalement situé au Grau du Roi, sur la côte méditerranéenne en Languedoc-Roussillon, vous accueille dans un cadre relaxant et exotique. L'hôtel bénéficie d'un emplacement idéal et d'une vue imprenable sur la Méditerranée. Le soleil, l'eau et le sable sont la promesse d'un séjour réussi.Les chambres disposent toutes d'une terrasse ou d'un balcon donnant sur la mer, le port ou le jardin.Installé au 6ème étage, face à la mer, le restaurant vous entraîne dans un voyage de saveurs grâce à des produits locaux et de saison. Situé à quelques mètres de l'hôtel, le restaurant de plage sert, de mai à septembre, des salades du jour, des grillades et des menus régionaux. L'atmosphère zen et chaleureuse vous garantit une pause détente à l'ombre des parasols, sur votre transat, les pieds dans l'eau. La thalassothérapie et ses différents espaces vous fourniront de nombreuses opportunités de détente pendant votre séjour.Le Thalazur Port-Camargue est l'endroit idéal pour un changement d’air complet, loin de votre vie de tous les jours.","227 Route des Marines, 30240 Le Grau-du-Roi, France",43.51791781,4.12632108,  Le Grau-du-Roi
Oustau Camarguen Hôtel & Spa,/hotel/fr/oustau-camarguen.fr.html?aid=304142&label=gen173nr-1FCAQoggJCMnNlYXJjaF9haWd1ZXMtbW9ydGVzLCBsYW5ndWVkb2Mtcm91c3NpbGxvbiwgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALF_5GnBsACAdICJDU5YWU1ZWEwLWEwNTEtNDE3MC05ZDIwLTU2NzVjMTQzMWI5NNgCBeACAQ&sid=15450c27c0eecdf445269a4603fddb21&breadcrumb=hotel&srpvid=6e8142a2625900e5&,8.6,"Situé près de la Camargue, à seulement 5 km du Grau-du-Roi, l'hôtel Oustau Camarguen vous accueille chaleureusement à quelques minutes du port de plaisance et de la plage.L'Oustau Camarguen dispose de 31 chambres et 8 suites. Bénéficiant d'un cadre spacieux personnalisé, les chambres décorées avec simplicité sont confortables et agréables afin de rendre votre séjour le plus relaxant possible.Venez profiter du soleil tout en dégustant les délicieux pots faits maison au bar de l'hôtel.Vous pourrez vous détendre au bord de la piscine ou dans le bain à vapeur et le bain à remous apaisants.Offrez-vous un massage à l'ombre des oliviers ou explorez la beauté d'un endroit préservé de la nature, entre terre et mer.A cheval, en bateau ou tout simplement à pied, venez découvrir la Camargue et ses richesses naturelles qui vous attendent.","3 Route Des Marines, 30240 Le Grau-du-Roi, France",43.51195016,4.13701303,  Le Grau-du-Roi
